min_bars,min_area_pct,min_depth_pct,trades,win_rate,avg_ret_pct,median_ret_pct,avg_win_pct,avg_loss_pct,profit_factor,total_return_pct,max_dd_pct,avg_bars_held,days,trades_per_day
3,0.05,0.02,107,0.5607476635514018,0.5674972763545261,0.2992004291745443,1.4060078543081618,-0.5029417593309663,3.5688101266144763,81.91728308828307,-3.7794843438635928,20.39252336448598,14,7.642857142857143
4,0.05,0.02,107,0.5607476635514018,0.5674972763545261,0.2992004291745443,1.4060078543081618,-0.5029417593309663,3.5688101266144763,81.91728308828307,-3.7794843438635928,20.39252336448598,14,7.642857142857143
5,0.05,0.02,104,0.5576923076923077,0.5323847885248286,0.29778583946198817,1.3938756793150497,-0.5538428563845806,3.1732745154785977,72.42746878422295,-3.779484343863604,20.807692307692307,14,7.428571428571429
6,0.05,0.02,102,0.5490196078431373,0.5084613715594156,0.1927975315986919,1.381068415941984,-0.5538428563845806,3.0356998576320473,66.53997728096348,-4.017731063706453,20.84313725490196,14,7.285714285714286
5,0.1,0.02,100,0.55,0.46305374715478376,0.1927975315986919,1.3744667534967043,-0.6508954828186753,2.5809117656717375,57.471487359281184,-4.017731063706476,21.36,14,7.142857142857143
6,0.1,0.02,100,0.55,0.46305374715478376,0.1927975315986919,1.3744667534967043,-0.6508954828186753,2.5809117656717375,57.471487359281184,-4.017731063706476,21.36,14,7.142857142857143
3,0.1,0.02,100,0.55,0.46305374715478376,0.1927975315986919,1.3744667534967043,-0.6508954828186753,2.5809117656717375,57.471487359281184,-4.017731063706476,21.36,14,7.142857142857143
4,0.1,0.02,100,0.55,0.46305374715478376,0.1927975315986919,1.3744667534967043,-0.6508954828186753,2.5809117656717375,57.471487359281184,-4.017731063706476,21.36,14,7.142857142857143
8,0.05,0.02,90,0.5444444444444444,0.3905185333017467,0.08503940161797457,1.3499248710735328,-0.7560890411084368,2.133776259409861,40.90345736684038,-5.891083861257728,24.033333333333335,14,6.428571428571429
8,0.1,0.02,90,0.5444444444444444,0.36451033996916504,0.08503940161797457,1.3499248710735328,-0.8131801972043476,1.9839696680559098,37.597179914544895,-5.891083861257728,24.18888888888889,14,6.428571428571429
4,0.15,0.02,89,0.5393258426966292,0.3359763684121835,0.08085498978799738,1.2560683165251336,-0.7412044488907826,1.9839586863152172,33.81475150224591,-5.89108386125774,25.03370786516854,14,6.357142857142857
3,0.15,0.02,89,0.5393258426966292,0.3359763684121835,0.08085498978799738,1.2560683165251336,-0.7412044488907826,1.9839586863152172,33.81475150224591,-5.89108386125774,25.03370786516854,14,6.357142857142857
6,0.15,0.02,89,0.5393258426966292,0.3359763684121835,0.08085498978799738,1.2560683165251336,-0.7412044488907826,1.9839586863152172,33.81475150224591,-5.89108386125774,25.03370786516854,14,6.357142857142857
5,0.15,0.02,89,0.5393258426966292,0.3359763684121835,0.08085498978799738,1.2560683165251336,-0.7412044488907826,1.9839586863152172,33.81475150224591,-5.89108386125774,25.03370786516854,14,6.357142857142857
8,0.15,0.02,87,0.5517241379310345,0.3202301177260275,0.08693052940906171,1.2560683165251336,-0.8315707423344109,1.85904837318285,31.055374643950184,-5.891083861257762,25.724137931034484,14,6.214285714285714
3,0.25,0.02,82,0.5365853658536586,0.2470775463700207,0.062447217153920376,1.1846470280833838,-0.8385292219296628,1.635836322646907,21.56888980597258,-6.486940225938486,27.451219512195124,14,5.857142857142857
6,0.25,0.02,82,0.5365853658536586,0.2470775463700207,0.062447217153920376,1.1846470280833838,-0.8385292219296628,1.635836322646907,21.56888980597258,-6.486940225938486,27.451219512195124,14,5.857142857142857
8,0.25,0.02,82,0.5365853658536586,0.2470775463700207,0.062447217153920376,1.1846470280833838,-0.8385292219296628,1.635836322646907,21.56888980597258,-6.486940225938486,27.451219512195124,14,5.857142857142857
5,0.25,0.02,82,0.5365853658536586,0.2470775463700207,0.062447217153920376,1.1846470280833838,-0.8385292219296628,1.635836322646907,21.56888980597258,-6.486940225938486,27.451219512195124,14,5.857142857142857
4,0.25,0.02,82,0.5365853658536586,0.2470775463700207,0.062447217153920376,1.1846470280833838,-0.8385292219296628,1.635836322646907,21.56888980597258,-6.486940225938486,27.451219512195124,14,5.857142857142857
8,0.15,0.04,81,0.5308641975308642,0.21076013003460714,0.044039444519843374,1.1888249725684459,-0.8959974549378946,1.501398585063547,17.73118312543467,-6.731299173688699,28.049382716049383,14,5.785714285714286
8,0.1,0.04,81,0.5308641975308642,0.21076013003460714,0.044039444519843374,1.1888249725684459,-0.8959974549378946,1.501398585063547,17.73118312543467,-6.731299173688699,28.049382716049383,14,5.785714285714286
8,0.05,0.04,81,0.5308641975308642,0.21076013003460714,0.044039444519843374,1.1888249725684459,-0.8959974549378946,1.501398585063547,17.73118312543467,-6.731299173688699,28.049382716049383,14,5.785714285714286
5,0.1,0.04,82,0.524390243902439,0.20700907383616246,0.04000107807593972,1.1888249725684459,-0.8755058914327655,1.4971409693664888,17.61718816702651,-6.731299173688699,27.853658536585368,14,5.857142857142857
3,0.1,0.04,82,0.524390243902439,0.20700907383616246,0.04000107807593972,1.1888249725684459,-0.8755058914327655,1.4971409693664888,17.61718816702651,-6.731299173688699,27.853658536585368,14,5.857142857142857
4,0.05,0.04,82,0.524390243902439,0.20700907383616246,0.04000107807593972,1.1888249725684459,-0.8755058914327655,1.4971409693664888,17.61718816702651,-6.731299173688699,27.853658536585368,14,5.857142857142857
3,0.05,0.04,82,0.524390243902439,0.20700907383616246,0.04000107807593972,1.1888249725684459,-0.8755058914327655,1.4971409693664888,17.61718816702651,-6.731299173688699,27.853658536585368,14,5.857142857142857
3,0.15,0.04,82,0.524390243902439,0.20700907383616246,0.04000107807593972,1.1888249725684459,-0.8755058914327655,1.4971409693664888,17.61718816702651,-6.731299173688699,27.853658536585368,14,5.857142857142857
4,0.15,0.04,82,0.524390243902439,0.20700907383616246,0.04000107807593972,1.1888249725684459,-0.8755058914327655,1.4971409693664888,17.61718816702651,-6.731299173688699,27.853658536585368,14,5.857142857142857
4,0.1,0.04,82,0.524390243902439,0.20700907383616246,0.04000107807593972,1.1888249725684459,-0.8755058914327655,1.4971409693664888,17.61718816702651,-6.731299173688699,27.853658536585368,14,5.857142857142857
5,0.15,0.04,82,0.524390243902439,0.20700907383616246,0.04000107807593972,1.1888249725684459,-0.8755058914327655,1.4971409693664888,17.61718816702651,-6.731299173688699,27.853658536585368,14,5.857142857142857
6,0.15,0.04,82,0.524390243902439,0.20700907383616246,0.04000107807593972,1.1888249725684459,-0.8755058914327655,1.4971409693664888,17.61718816702651,-6.731299173688699,27.853658536585368,14,5.857142857142857
5,0.05,0.04,82,0.524390243902439,0.20700907383616246,0.04000107807593972,1.1888249725684459,-0.8755058914327655,1.4971409693664888,17.61718816702651,-6.731299173688699,27.853658536585368,14,5.857142857142857
6,0.05,0.04,82,0.524390243902439,0.20700907383616246,0.04000107807593972,1.1888249725684459,-0.8755058914327655,1.4971409693664888,17.61718816702651,-6.731299173688699,27.853658536585368,14,5.857142857142857
6,0.1,0.04,82,0.524390243902439,0.20700907383616246,0.04000107807593972,1.1888249725684459,-0.8755058914327655,1.4971409693664888,17.61718816702651,-6.731299173688699,27.853658536585368,14,5.857142857142857
4,0.25,0.04,80,0.525,0.20109770933582358,0.04000107807593972,1.1937076198691878,-0.8959974549378946,1.4725053584343937,16.584280848777144,-7.639895201341096,28.1875,14,5.714285714285714
3,0.25,0.04,80,0.525,0.20109770933582358,0.04000107807593972,1.1937076198691878,-0.8959974549378946,1.4725053584343937,16.584280848777144,-7.639895201341096,28.1875,14,5.714285714285714
8,0.25,0.04,80,0.525,0.20109770933582358,0.04000107807593972,1.1937076198691878,-0.8959974549378946,1.4725053584343937,16.584280848777144,-7.639895201341096,28.1875,14,5.714285714285714
6,0.25,0.04,80,0.525,0.20109770933582358,0.04000107807593972,1.1937076198691878,-0.8959974549378946,1.4725053584343937,16.584280848777144,-7.639895201341096,28.1875,14,5.714285714285714
5,0.25,0.04,80,0.525,0.20109770933582358,0.04000107807593972,1.1937076198691878,-0.8959974549378946,1.4725053584343937,16.584280848777144,-7.639895201341096,28.1875,14,5.714285714285714
8,0.25,0.1,50,0.54,0.08827915995108948,0.2409444319744592,1.3195866435056758,-1.357168755526033,1.1414055669227323,3.86495438072898,-12.870104160256934,45.74,14,3.5714285714285716
8,0.4,0.1,50,0.54,0.08827915995108948,0.2409444319744592,1.3195866435056758,-1.357168755526033,1.1414055669227323,3.86495438072898,-12.870104160256934,45.74,14,3.5714285714285716
8,0.15,0.1,50,0.54,0.08827915995108948,0.2409444319744592,1.3195866435056758,-1.357168755526033,1.1414055669227323,3.86495438072898,-12.870104160256934,45.74,14,3.5714285714285716
8,0.1,0.1,50,0.54,0.08827915995108948,0.2409444319744592,1.3195866435056758,-1.357168755526033,1.1414055669227323,3.86495438072898,-12.870104160256934,45.74,14,3.5714285714285716
6,0.1,0.1,50,0.54,0.08827915995108948,0.2409444319744592,1.3195866435056758,-1.357168755526033,1.1414055669227323,3.86495438072898,-12.870104160256934,45.74,14,3.5714285714285716
6,0.05,0.1,50,0.54,0.08827915995108948,0.2409444319744592,1.3195866435056758,-1.357168755526033,1.1414055669227323,3.86495438072898,-12.870104160256934,45.74,14,3.5714285714285716
5,0.25,0.1,50,0.54,0.08827915995108948,0.2409444319744592,1.3195866435056758,-1.357168755526033,1.1414055669227323,3.86495438072898,-12.870104160256934,45.74,14,3.5714285714285716
3,0.25,0.1,50,0.54,0.08827915995108948,0.2409444319744592,1.3195866435056758,-1.357168755526033,1.1414055669227323,3.86495438072898,-12.870104160256934,45.74,14,3.5714285714285716
4,0.1,0.1,50,0.54,0.08827915995108948,0.2409444319744592,1.3195866435056758,-1.357168755526033,1.1414055669227323,3.86495438072898,-12.870104160256934,45.74,14,3.5714285714285716
4,0.05,0.1,50,0.54,0.08827915995108948,0.2409444319744592,1.3195866435056758,-1.357168755526033,1.1414055669227323,3.86495438072898,-12.870104160256934,45.74,14,3.5714285714285716
4,0.15,0.1,50,0.54,0.08827915995108948,0.2409444319744592,1.3195866435056758,-1.357168755526033,1.1414055669227323,3.86495438072898,-12.870104160256934,45.74,14,3.5714285714285716
3,0.4,0.1,50,0.54,0.08827915995108948,0.2409444319744592,1.3195866435056758,-1.357168755526033,1.1414055669227323,3.86495438072898,-12.870104160256934,45.74,14,3.5714285714285716
3,0.1,0.1,50,0.54,0.08827915995108948,0.2409444319744592,1.3195866435056758,-1.357168755526033,1.1414055669227323,3.86495438072898,-12.870104160256934,45.74,14,3.5714285714285716
3,0.15,0.1,50,0.54,0.08827915995108948,0.2409444319744592,1.3195866435056758,-1.357168755526033,1.1414055669227323,3.86495438072898,-12.870104160256934,45.74,14,3.5714285714285716
3,0.05,0.1,50,0.54,0.08827915995108948,0.2409444319744592,1.3195866435056758,-1.357168755526033,1.1414055669227323,3.86495438072898,-12.870104160256934,45.74,14,3.5714285714285716
4,0.25,0.1,50,0.54,0.08827915995108948,0.2409444319744592,1.3195866435056758,-1.357168755526033,1.1414055669227323,3.86495438072898,-12.870104160256934,45.74,14,3.5714285714285716
6,0.4,0.1,50,0.54,0.08827915995108948,0.2409444319744592,1.3195866435056758,-1.357168755526033,1.1414055669227323,3.86495438072898,-12.870104160256934,45.74,14,3.5714285714285716
8,0.05,0.1,50,0.54,0.08827915995108948,0.2409444319744592,1.3195866435056758,-1.357168755526033,1.1414055669227323,3.86495438072898,-12.870104160256934,45.74,14,3.5714285714285716
6,0.25,0.1,50,0.54,0.08827915995108948,0.2409444319744592,1.3195866435056758,-1.357168755526033,1.1414055669227323,3.86495438072898,-12.870104160256934,45.74,14,3.5714285714285716
6,0.15,0.1,50,0.54,0.08827915995108948,0.2409444319744592,1.3195866435056758,-1.357168755526033,1.1414055669227323,3.86495438072898,-12.870104160256934,45.74,14,3.5714285714285716
5,0.15,0.1,50,0.54,0.08827915995108948,0.2409444319744592,1.3195866435056758,-1.357168755526033,1.1414055669227323,3.86495438072898,-12.870104160256934,45.74,14,3.5714285714285716
5,0.1,0.1,50,0.54,0.08827915995108948,0.2409444319744592,1.3195866435056758,-1.357168755526033,1.1414055669227323,3.86495438072898,-12.870104160256934,45.74,14,3.5714285714285716
4,0.4,0.1,50,0.54,0.08827915995108948,0.2409444319744592,1.3195866435056758,-1.357168755526033,1.1414055669227323,3.86495438072898,-12.870104160256934,45.74,14,3.5714285714285716
5,0.4,0.1,50,0.54,0.08827915995108948,0.2409444319744592,1.3195866435056758,-1.357168755526033,1.1414055669227323,3.86495438072898,-12.870104160256934,45.74,14,3.5714285714285716
5,0.05,0.1,50,0.54,0.08827915995108948,0.2409444319744592,1.3195866435056758,-1.357168755526033,1.1414055669227323,3.86495438072898,-12.870104160256934,45.74,14,3.5714285714285716
3,0.15,0.06,68,0.47058823529411764,0.05846277785237111,-0.05309299189059197,1.2719473557956416,-1.0201901803194247,1.108244221155263,3.321028480383048,-13.883576457430348,32.544117647058826,14,4.857142857142857
3,0.05,0.06,68,0.47058823529411764,0.05846277785237111,-0.05309299189059197,1.2719473557956416,-1.0201901803194247,1.108244221155263,3.321028480383048,-13.883576457430348,32.544117647058826,14,4.857142857142857
3,0.1,0.06,68,0.47058823529411764,0.05846277785237111,-0.05309299189059197,1.2719473557956416,-1.0201901803194247,1.108244221155263,3.321028480383048,-13.883576457430348,32.544117647058826,14,4.857142857142857
5,0.15,0.06,68,0.47058823529411764,0.05846277785237111,-0.05309299189059197,1.2719473557956416,-1.0201901803194247,1.108244221155263,3.321028480383048,-13.883576457430348,32.544117647058826,14,4.857142857142857
6,0.05,0.06,68,0.47058823529411764,0.05846277785237111,-0.05309299189059197,1.2719473557956416,-1.0201901803194247,1.108244221155263,3.321028480383048,-13.883576457430348,32.544117647058826,14,4.857142857142857
5,0.1,0.06,68,0.47058823529411764,0.05846277785237111,-0.05309299189059197,1.2719473557956416,-1.0201901803194247,1.108244221155263,3.321028480383048,-13.883576457430348,32.544117647058826,14,4.857142857142857
5,0.05,0.06,68,0.47058823529411764,0.05846277785237111,-0.05309299189059197,1.2719473557956416,-1.0201901803194247,1.108244221155263,3.321028480383048,-13.883576457430348,32.544117647058826,14,4.857142857142857
6,0.15,0.06,68,0.47058823529411764,0.05846277785237111,-0.05309299189059197,1.2719473557956416,-1.0201901803194247,1.108244221155263,3.321028480383048,-13.883576457430348,32.544117647058826,14,4.857142857142857
4,0.15,0.06,68,0.47058823529411764,0.05846277785237111,-0.05309299189059197,1.2719473557956416,-1.0201901803194247,1.108244221155263,3.321028480383048,-13.883576457430348,32.544117647058826,14,4.857142857142857
4,0.05,0.06,68,0.47058823529411764,0.05846277785237111,-0.05309299189059197,1.2719473557956416,-1.0201901803194247,1.108244221155263,3.321028480383048,-13.883576457430348,32.544117647058826,14,4.857142857142857
4,0.1,0.06,68,0.47058823529411764,0.05846277785237111,-0.05309299189059197,1.2719473557956416,-1.0201901803194247,1.108244221155263,3.321028480383048,-13.883576457430348,32.544117647058826,14,4.857142857142857
6,0.1,0.06,68,0.47058823529411764,0.05846277785237111,-0.05309299189059197,1.2719473557956416,-1.0201901803194247,1.108244221155263,3.321028480383048,-13.883576457430348,32.544117647058826,14,4.857142857142857
8,0.25,0.06,67,0.4626865671641791,0.04477200288838245,-0.06681446483735692,1.2815022801619655,-1.0201901803194247,1.0816766066265981,2.322620929314323,-13.883576457430348,32.582089552238806,14,4.785714285714286
8,0.15,0.06,67,0.4626865671641791,0.04477200288838245,-0.06681446483735692,1.2815022801619655,-1.0201901803194247,1.0816766066265981,2.322620929314323,-13.883576457430348,32.582089552238806,14,4.785714285714286
4,0.25,0.06,67,0.4626865671641791,0.04477200288838245,-0.06681446483735692,1.2815022801619655,-1.0201901803194247,1.0816766066265981,2.322620929314323,-13.883576457430348,32.582089552238806,14,4.785714285714286
3,0.25,0.06,67,0.4626865671641791,0.04477200288838245,-0.06681446483735692,1.2815022801619655,-1.0201901803194247,1.0816766066265981,2.322620929314323,-13.883576457430348,32.582089552238806,14,4.785714285714286
8,0.1,0.06,67,0.4626865671641791,0.04477200288838245,-0.06681446483735692,1.2815022801619655,-1.0201901803194247,1.0816766066265981,2.322620929314323,-13.883576457430348,32.582089552238806,14,4.785714285714286
5,0.25,0.06,67,0.4626865671641791,0.04477200288838245,-0.06681446483735692,1.2815022801619655,-1.0201901803194247,1.0816766066265981,2.322620929314323,-13.883576457430348,32.582089552238806,14,4.785714285714286
6,0.25,0.06,67,0.4626865671641791,0.04477200288838245,-0.06681446483735692,1.2815022801619655,-1.0201901803194247,1.0816766066265981,2.322620929314323,-13.883576457430348,32.582089552238806,14,4.785714285714286
