entry_time,exit_time,entry,exit,ret,pnl,equity_after,bars,reason
2026-09-01 10:08:00,2026-09-01 11:10:00,43.159,42.487,-0.016170332954887633,-1617.0332954887633,98382.96670451123,62,MACD_SELL
2026-09-01 13:09:00,2026-09-01 14:07:00,42.503,42.877,0.008199378867374141,806.6792181065432,99189.64592261778,58,MACD_SELL
2026-09-01 14:27:00,2026-09-01 15:31:00,42.907,41.973,-0.022368009881837358,-2218.674980173063,96970.97094244472,64,MACD_SELL
2026-09-02 10:17:00,2026-09-02 11:00:00,43.29,43.955,0.014761515361515421,1431.4384771879634,98402.40941963269,43,MACD_SELL
2026-09-02 11:43:00,2026-09-02 13:06:00,42.684,43.6,0.02086003186205614,2052.677395796631,100455.08681542933,23,MACD_SELL
2026-09-02 13:21:00,2026-09-02 14:32:00,43.812,43.61,-0.005210608965580187,-523.4321759986121,99931.65463943072,71,MACD_SELL
2026-09-02 14:56:00,2026-09-02 15:38:00,42.626,43.722,0.02511200675643981,2509.484386487594,102441.13902591832,42,MACD_SELL
2026-09-03 09:31:00,2026-09-03 10:03:00,43.059,43.507,0.009804328944007002,1004.3666244088562,103445.50565032718,32,MACD_SELL
2026-09-03 10:29:00,2026-09-03 10:46:00,42.657,42.442,-0.005640204421314143,-583.4537983340525,102862.05185199312,17,MACD_SELL
2026-09-03 11:47:00,2026-09-03 13:48:00,43.528,42.657,-0.020610108435949303,-2119.9980426138177,100742.05380937929,61,MACD_SELL
2026-09-03 14:49:00,2026-09-03 15:45:00,43.831,43.177,-0.01552094636216379,-1563.6120135895942,99178.44179578968,56,MACD_SELL
2026-09-04 10:06:00,2026-09-04 10:48:00,43.823,42.798,-0.02398954430321971,-2379.245623384394,96799.19617240528,42,MACD_SELL
2026-09-04 11:30:00,2026-09-04 13:46:00,43.767,43.125,-0.015268585920899368,-1477.9868438323633,95321.20932857292,76,MACD_SELL
